clean_text,label,synthetic
کیفیت صدا خوبه، ولی بسش واقعاً ضعیف بود و نتونستم ازش لذت ببرم.,Negative,1
من هم انتظار بیشتری داشتم، مخصوصاً برای آهنگ‌های پاپ و هیپ هاپ.,Negative,1
یکم ناامیدکننده بود، رنگ صدای خاصی نداشت و خیلی زود خسته‌کننده شد.,Negative,1
موبایل خوبی نیست و زود خراب شد.,Negative,1
کیفیت دوربینش اصلاً راضی‌کننده نیست.,Negative,1
باتریش خیلی سریع خالی می‌شه و اذیت می‌کنه.,Negative,1
لپ تاپ رو به مدت یک ماه دارم و متأسفانه با باگ‌های زیادی مواجه شدم.,Negative,1
کیفیت ساختش اصلا خوب نیست و خیلی زود داغ می‌کنه.,Negative,1
راضی نیستم، باتری خیلی زود تموم میشه و برای کارای روزمره هم خوب نیست.,Negative,1
1. کوچولوی خیلی بی‌ادب و اصلاً به کار نمیاد.,Negative,1
2. ته دیگش هم خوب نبود و مزه‌اش ضعیف بود.,Negative,1
3. واقعاً انتظارم بیشتر بود، هیچ جذابیتی نداشت.,Negative,1
۱. کیفیت دوربین اصلاً خوب نیست و توقعات رو برآورده نمی‌کنه.,Negative,1
۲. بعد از یک مدت استفاده، باتری خیلی سریع خالی میشه.,Negative,1
۳. رابط کاربری خیلی گیج‌کننده و سخت درک شده.,Negative,1
تبلت رو گرفتم، اما سرعتش هر بار که چند برنامه رو باز می‌کنم افت می‌کنه.,Negative,1
راستش من که از باتریش راضی نبودم، خیلی زود تموم می‌شه.,Negative,1
کیفیت صفحه نمایش به اندازه‌ای که فکر می‌کردم خوب نیست و رنگ‌ها دقیق نیستن.,Negative,1
1. منم با این دستگاه کار کردم، خیلی داغ میشه و ترسیدم که آتش بگیره.,Negative,1
2. کابلش خیلی کوتاهه و واقعا نمی‌تونی به راحتی جا به‌جا کنیم.,Negative,1
3. مصرف برقش وحشتناک بالاست، به هیچ عنوان برای استفاده طولانی‌مدت نمی‌ارزه.,Negative,1
قیمتی که داره اصلاً به کیفیتش نمی‌خوره.,Negative,1
خوشم نیومد، واقعاً ارزش پولش رو نداره.,Negative,1
انتظار بیشتری داشتم، اما disappoint شدم.,Negative,1
1. من این لپ‌تاپ رو گرفتم، ولی واقعا باتریش خیلی زود تموم می‌شه.,Negative,1
2. خوبه که کارایی داره، اما باتریش هیچوقت به اندازه کافی دوام نمیاره.,Negative,1
3. از نمایش و سرعتش راضی‌ام، ولی باتریش اصلاً توقعات رو برآورده نمی‌کنه.,Negative,1
1. قبلاً فکر می‌کردم دی وی دی رامش خوبه، اما الان خیلی اذیتم می‌کنه و خوب کار نمی‌کنه.,Negative,1
2. خیلی تلاش کردم پد اعداد رو فعال کنم، اما هرگز درست نشد.,Negative,1
3. سرعتش خوبه، ولی کیفیت ساختش به هیچ عنوان قابل قبول نیست.,Negative,1
1. منم دقیقا همین مشکل رو با ساندویچ ساز داشتم، قفلش هم broke شد و صدای عجیب می‌داد.,Negative,1
2. تجربه منم خوب نبود، وقتی سینی رو درآوردم، کلی صدا می‌کرد و قفلش خراب شد.,Negative,1
3. بار اول که استفاده کردم، قفلش باز نشد و خیلی ناراحت‌کننده بود.,Negative,1
با اینکه خیلی خوبه، ولی من نتونستم بعضی پارچه‌ها رو به خوبی اتو کنم.,Negative,1
اتوی پارچه‌های نازک برای من خیلی سخت بود.,Negative,1
بعد از چند بار استفاده، کیفیتش پایین اومد.,Negative,1
منم از همین برند خریدم، دو تا قابلمه گرفتم که یکی‌شون سوراخ بود و دیگری درست بسته نمی‌شد.,Negative,1
همین مدل رو گرفتم ولی کاش نمی‌گرفتم، همه‌شون خط و خش داشتن.,Negative,1
واقعا انتظار بیشتری داشتم، یکی از قابلمه‌ها حتی درش نمی‌رفت!,Negative,1
کیفیتش خوب نبود و بعد از یه ماه خراب شد.,Negative,1
خیلی دیر به دستم رسید و اصلاً راضی نیستم.,Negative,1
راهنماش خیلی گیج‌کننده بود و کار باهاش سخت بود.,Negative,1
- من واقعا راضی نبودم، کیفیتش خوب نبود.,Negative,1
- انتظار بیشتری داشتم، خوب عمل نکرد.,Negative,1
- قیمتش خیلی بالاست، ارزشش رو نداره.,Negative,1
1. من این مدل رو خریدم، اما واقعا انتظار بیشتری داشتم.,Negative,1
2. به نظر من رم ۴ گیگ کافی نیست، برای کارهای سنگین کم میاره.,Negative,1
3. سی دی درایور هم خیلی اذیت کرد، باید کلی وقت صرف نصب می‌کردم.,Negative,1
ظاهرش خوبه، اما وقتی بازش کردم متوجه شدم رنگش خیلی زود خراب میشه.,Negative,1
کیفیتش اصلاً خوب نیست، یکی از قابلمه‌هاش قبل از استفاده هم آسیب دیده بود.,Negative,1
درهاش درست جا نمی‌افتن و مرتب باید نگران تبخیر غذا باشی.,Negative,1
1. من تجربه خوبی نداشتم، خیلی معمولی بود.,Negative,1
2. انتظار بیشتری داشتم، خیلی راضی نبودم.,Negative,1
3. به نظرم ارزشش رو نداشت، دفعه دیگه نمی‌گیرم.,Negative,1
1. به نظرم کیفیتش اصلاً به اون چیزی که انتظار داشتم نمی‌رسید.,Negative,1
2. قیمتش خوب بود، ولی واقعاً از عملکردش راضی نبودم.,Negative,1
3. من تجربه خوبی نداشتم، فکر می‌کردم بهتر از این باشه.,Negative,1
کیفیت ساختش اصلاً خوب نیست.,Negative,1
باتری اصلاً طولانی نمیاره.,Negative,1
سرعتش بعد از چند وقت افت کرد.,Negative,1
1. انتظارم بیشتر بود، ولی در کل قابل قبول بود.,Negative,1
2. خیلی جالب نبود، ولی می‌شد بهتر از این هم باشه.,Negative,1
3. تجربه‌ام معمولی بود، فکر می‌کردم کیفیتش بالاتر باشه.,Negative,1
1. طراحی‌اش خوبه، ولی کارایی‌اش اصلاً اونطور که فکر می‌کردم نبود.,Negative,1
2. به نظرم قیمتش زیاد بود نسبت به امکاناتش، انتظار بیشتری داشتم.,Negative,1
3. کنترلش گاهی واقعاً گیج‌کننده‌ست و سریع کار نمی‌کنه.,Negative,1
1. قیمتش واقعا بالا بود و ارزشش رو نداشت.,Negative,1
2. کیفیتش خوب بود ولی قیمتش خیلی غیرمنطقی بود.,Negative,1
3. با اینکه کارش خوب بود، اما قیمتش اصلا منطقی به نظر نمیومد.,Negative,1
کیفیت ساخت خوبه، اما باتریش خیلی زود تموم میشه.,Negative,1
کارایی مناسبی داره، اما نبود باتری اضافه خیلی آزاردهنده‌ست.,Negative,1
ساخت مجارستان عالیه، ولی باتری اضافی واقعا لازمه!,Negative,1
1. واقعا کارتریجش رو تو هیچ فروشگاهی پیدا نکردم.,Negative,1
2. برای پیدا کردن کارتریجش واقعا باید دونه دونه بگردی.,Negative,1
3. کارتریجش که خیلی سخت گیر میاد و خیلیا رو ناامید کرده.,Negative,1
1. کیفیتش خوبه، ولی هوشمندیش اصلاً راضی‌کننده نیست.,Negative,1
2. تصویرش اوکیه، اما قیمتش با توجه به امکاناتش منطقی نیست.,Negative,1
3. قبلاً برندهای دیگه رو استفاده کردم، واقعاً بهتر بودن از این یکی.,Negative,1
1. من هم اینو خریدم، اما آسیابش داغ میشه و خوب کار نمی‌کنه.,Negative,1
2. کیفیت مخلوط کن اصلاً به اون چیزی که فکر می‌کردم نبود.,Negative,1
3. بعد چند بار استفاده، قطعاتش شروع به صدا کردن کردن و اصلاً راضی نیستم.,Negative,1
- من هم همین هدفون رو خریدم و به شدت از کیفیتش ناراضی‌ام، خیلی ضعیفه.,Negative,1
- خرید این هدفون بزرگ‌ترین اشتباه من بود، صداش هیچ فرقی با هدفون‌های ارزون‌تر نداره.,Negative,1
- واقعا فکر نمی‌کردم سنهایزر اینقدر ضعیف کار کنه، منم از خریدش پشیمون شدم.,Negative,1
کیفیت تصویرش خیلی خوب نیست و انتظار بیشتری داشتم.,Negative,1
دوست داشتم امکانات بیشتری داشته باشه، ولی خیلی معمولی بود.,Negative,1
بعد از چند ماه استفاده، صداش مشکل پیدا کرد و اذیت کننده شد.,Negative,1
1. من تجربه‌ی بدی از این مدل داشتم، اصلاً خوب کار نمی‌کرد.,Negative,1
2. نصبش خیلی زمان برد و اصلاً راضی نبودم، کیفیت پایین بود.,Negative,1
3. گارانتی هم که هیچ کمکی نکرد و واقعا ناامید شدم.,Negative,1
واقعا خوشم نیومد، انتظاراتم رو برآورده نکرد.,Negative,1
کیفیتش اصلاً خوب نبود و کارایی لازم رو نداشت.,Negative,1
به نظرم قیمتش زیاد بود برای این عملکرد.,Negative,1
رنگش خوبه، ولی بعد از چند روز کم‌کم کدر شد.,Negative,1
درخششش اصلاً همونطور که انتظار داشتم نبود.,Negative,1
دوست داشتم رنگش بهتر بمونه، اما خیلی زود تغییر کرد.,Negative,1
۱. منم این دستگاه رو گرفتم و واقعا پارچش درست جا نمی‌ره، خیلی اذیتم کرد.,Negative,1
۲. آسیابش هم خیلی ضعیفه، اصلا مواد رو خوب نمی‌زند.,Negative,1
۳. انتظارم از این دستگاه خیلی بیشتر بود، اما اصلا راضی نیستم.,Negative,1
من لپ تاپ رو گرفتم ولی باتریش اصلاً به اندازه‌ای که انتظار داشتم دوام نیاورد.,Negative,1
ظاهرش خوبه ولی به نظرم سخت افزارش اصلاً برای بازی مناسب نیست.,Negative,1
بعد از یکی دو ماه استفاده، سرعتش خیلی پایین اومد و دیگه نمی‌تونم بازی کنم.,Negative,1
1. تجربه بدی داشتم، جنس‌هایی که از سام الکترونیک گرفتم اصلاً کیفیت نداشتند.,Negative,1
2. مدل‌های پیشنهادی شما خیلی بهترن، این یکی چندان کارآمد نیست.,Negative,1
3. از سام الکترونیک انتظار بیشتری داشتم ولی واقعاً ناامید شدم.,Negative,1
1. با اینکه قیمتش خوبه، ولی واقعا سرعتش رضایت‌بخش نیست.,Negative,1
2. کیبوردش خوبه، اما همین هم نتونست کمبود سرعت رو جبران کنه.,Negative,1
3. انتظار بیشتری داشتم و متاسفانه عملکردش اونطور که انتظار داشتم نبود.,Negative,1
1. واقعا ازش راضی نبودم، خیلی زود کمرنگ میشه و به درد نمی‌خوره.,Negative,1
2. به هیچ وجه کیفیتش با انتظار من همخوانی نداشت، زود محو شد.,Negative,1
3. بعد از چند دقیقه اثرش رو از دست داد و اصلا جذابیتی نداشت.,Negative,1
تجربه من با پارس خزر اصلاً خوب نبود و خدمات پس از فروشش هم خیلی ضعیف بود.,Negative,1
کیفیت محصولات پارس خزر رو اصلاً نمی‌پسندم و خدماتشون هم افتضاحه.,Negative,1
من از خرید یه محصول پارس خزر خیلی پشیمونم، چون خدمات پس از فروششون اصلاً کار نمی‌کنه.,Negative,1
1. منم این لپ‌تاپ رو گرفتم ولی خب کیفیتش به چشم نمیاد.,Negative,1
2. قیمتش خوبه، اما بعد از چند هفته استفاده داغ می‌کنه.,Negative,1
3. انتظار بیشتری داشتم؛ به نظرم ارزش خرید نداره.,Negative,1
سفارشم دیر رسید و کیفیت صدا اصلا اونطور که انتظار داشتم نبود.,Negative,1
نصب باند خیلی سخت بود و دستورالعملش هم گیج‌کننده بود.,Negative,1
متاسفانه بعد از چند روز صداش کم شد و باید دوباره بررسیش کنم.,Negative,1
کیفیتش خوبه، ولی من هم پیچ گوشتی دو سو تو بسته نبود.,Negative,1
تنوعش عالیه، ولی چرا هیچ پیچ‌گوشتی توش نیست؟,Negative,1
کیفیت ساختش خوبه، ولی خیلی از ابزاراش کمبود داره، مثل پیچ گوشتی‌ها.,Negative,1
کیفیت خوبه ولی طراحی چندان جالب نیست.,Negative,1
انتظار بیشتری از این برند داشتم، طراحی معمولیه.,Negative,1
کیفیتش خوبه ولی طراحی خیلی ساده و تکراریه.,Negative,1
۱. منم ازش راضی نبودم، بار اول که ازش استفاده کردم، صداش خیلی زیاد بود.,Negative,1
۲. کیفیتش به نظر من پایین بود و بعد از چند ماه استفاده دیگه کار نکرد.,Negative,1
۳. وقتی غلیظ درست می‌کنم، خیلی داغ می‌شه و نگرانم که خراب بشه.,Negative,1
۱. من اینو خریدم ولی اصلاً قدرتش به اندازه‌ای که انتظار داشتم نبود.,Negative,1
۲. این پیچ گوشتی به عنوان درل خیلی ضعیف عمل کرد و از خریدش پشیمون شدم.,Negative,1
۳. بعد از چند بار استفاده، باتریش خیلی زود خالی میشه و اصلاً راضی نیستم.,Negative,1
1. من هم ازش استفاده کردم، ولی خیلی زود جواب نداد.,Negative,1
2. واقعا انتظار داشتم بهتر عمل کنه، اما بی‌فایده بود.,Negative,1
3. بعد از چند بار استفاده، دیگه برام کار نکرد.,Negative,1
1. من تجربه‌ی بدی با باند داشتم، خیلی سریع خراب شد.,Negative,1
2. کامپوننت که خوب نیست، خیلی صداش بد بود.,Negative,1
3. باند که اصلاً به درد نمی‌خورد، کیفیتش پایینه.,Negative,1
1. کابل تبدیل نبود و مجبور شدم جداگانه بخرم، خیلی اذیت‌کننده بود.,Negative,1
2. صدای بلندی داشت ولی کیفیتش خیلی خوب نبود و کیفیت صدا برام مهمه.,Negative,1
3. ریموتش گاهی کار نمی‌کرد و خیلی ناامید شدم ازش.,Negative,1
1. کیفیت صداش خوب بود ولی واقعا امکان کنترل صدا نداشت و این خیلی آزاردهنده بود.,Negative,1
2. انتظار بیشتری داشتم، امکاناتش خیلی محدود بود و هیچ دکمه‌ای نداشت.,Negative,1
3. خوب بود ولی برای استفاده روزمره اصلاً راحت نبود و هندزفری بهتره.,Negative,1
1. منم این محصولو خریدم ولی بعد از اولین شستشو کلا خراب شد.,Negative,1
2. جنسش خوب نیست و خیلی زود کثیف میشه، اصلاً راضی نیستم.,Negative,1
3. به نظرم برای استفاده روزمره اصلاً مناسب نیست.,Negative,1
کیفیت ساختش خیلی خوب نیست و بعد از مدتی استفاده رنگش رفت.,Negative,1
زاویه دید خمیده به درد نمی‌خوره و خیلی از جزئیات رو از دست می‌ده.,Negative,1
ظاهرش خوب بود، اما کیفیت تصویر اصلاً مطابق انتظارم نبود.,Negative,1
1. منم خرید کردم، اما کیفیت چاپش اصلا خوب نبود و کاغذها پر از لکه شدن.,Negative,1
2. انتظار بیشتری داشتم، فکر می‌کردم بهتر عمل کنه، ولی هرگز روی کاغذ مات خوب نمی‌زنه.,Negative,1
3. کاتریج قابل شارژش خیلی دردسر داشت، به راحتی نمی‌شد شارژ کرد و مجبور شدم دوباره برم بخرم.,Negative,1
چاپگرش بعد از یه سال خراب شد و واقعا ناراحت شدم.,Negative,1
کیفیت چاپش بعد از مدتی پایین اومد و انتظار بیشتری داشتم.,Negative,1
صداش خیلی بلند شده و کار کردن باهاش سخت شده برام.,Negative,1
1. جارو برقی صدای کمی داشت، ولی مدت زیادی کار نکرد و مجبور شدم دوباره هزینه کنم.,Negative,1
2. طراحی مخزن جارو برقی خوبه، ولی کیفیتش واقعا پایین بود و زود خراب شد.,Negative,1
3. فکر می‌کردم این جارو برقی بهتره، ولی واقعاً قدرت مکش خوبی نداشت و ناامید شدم.,Negative,1
متاسفانه کیفیتش به انتظاراتم نرسید.,Negative,1
ظاهرش خوب بود، ولی خیلی زود خراب شد.,Negative,1
برای من که شیک نبود و راحتی نداشت.,Negative,1
1. من هم هفته اول سفارش دادم، ولی بعدش خیلی ناراضی شدم، کیفیتش اصلاً خوب نبود.,Negative,1
2. باندل‌ها اصلاً به اون خوبی که میگفتن نبودن و خیلی سرراست می‌تونید ببینید.,Negative,1
3. تجربه‌ام با این محصول بد بود، به نظرم بهتره از برندهای دیگه هم امتحان کنید.,Negative,1
وزن اعلام شده دریل خیلی بیشتر از چیزی بود که انتظار داشتم و اصلاً راحت نیست.,Negative,1
به محض استفاده، متوجه شدم که قدرتش به اندازه‌ای که گفته شده نبود.,Negative,1
بعد از یک بار استفاده، متوجه شدم صداش خیلی بلند و آزاردهنده است.,Negative,1
1. من هم از این کرم پودر استفاده کردم، ولی پوشش خوبی نداشت و خیلی زود چرب شد.,Negative,1
2. انتظار بیشتری داشتم، بعد از چند ساعت باید دوباره تمدیدش می‌کردم.,Negative,1
3. متاسفانه برای من مناسب نبود و باعث جوش زدن پوست شد.,Negative,1
1. منم این لپتاپو خریدم، بعد از یک ماه کار کردن، کیبوردش خراب شد و دیگه جواب نمیده.,Negative,1
2. به نظرم لپتاپ خیلی ضعیفی هست، بعد از یه مدت استفاده، صداش خیلی ناراحت‌کننده میشه.,Negative,1
3. قاب لپتاپ من هم به غیر از مشکلات فنی، کاملاً از هم جدا شده و خیلی بی‌کیفیت به نظر میاد.,Negative,1
1. دوربین خوب نیست و مشکلاتش خیلی زود خودشو نشون میده، پیشنهاد نمی‌کنم.,Negative,1
2. آپدیت‌ها هم نتونستن مشکلات دوربین رو حل کنن، واقعاً ناامید کننده‌س.,Negative,1
3. بعد از خرید به مشکل برمی‌خورید و باید کلی تو دردسر باشید تا درست بشه.,Negative,1
1. باندهایی که خریدم اصلاً اونطور که فکر می‌کردم کیفیت نداشتند، خیلی ناامید شدم.,Negative,1
2. صداش خوب نبود و بیسش خیلی ضعیف بود، واقعاً نمی‌ارزید.,Negative,1
3. انتظار بیشتری داشتم، کیفیت صدا پایین‌تر از چیزی که گفته شده بود بود.,Negative,1
کیفیتش خوب بود، ولی جعبه‌اش یکمی خراب ارسال شد.,Negative,1
واقعا انتظار بیشتری داشتم، خوشبختانه کارایی‌اش خوبه.,Negative,1
نمی‌دونم چرا ولی توضیحات محصول ناقص بود و اطلاعات اشتباه داشت.,Negative,1
1. کیفیتش خیلی خوب نیست و حس خوبی به آدم نمی‌ده.,Negative,1
2. انتظارم رو برآورده نکرد و از خریدش پشیمون شدم.,Negative,1
3. به نظر می‌رسه بیشتر از ظاهرش به کیفیت توجه نشده.,Negative,1
1. من هم یک ماه استفاده کردم ولی ضد چسب بودنش اصلا خوب نبود و غذاها به کف ظرف چسبید.,Negative,1
2. انتظار داشتم حرارت را بهتر پخش کنه، اما بعضی جاها هنوز خام بود.,Negative,1
3. سایزش واقعا کوچکه، برای خانواده بزرگ‌تر اصلا مناسب نیست.,Negative,1
1. من هم عینکی گرفتم که به هیچ عنوان با تصویرش همخوانی نداشت، خیلی ناامید شدم.,Negative,1
2. گارانتی هم که گفتن میاد، واقعا بی‌فایده بود، هیچ کمکی به من نکردند.,Negative,1
3. کیفیت صداش تکلیفش روشن نبود، فکر کنم برای یه اتاق کوچیک خوب باشه، ولی نه برای خونه‌ی ما.,Negative,1
۱. به نظرم یخچال خیلی سادست و امکاناتش اصلاً جالب نیست.,Negative,1
۲. عملکردش خوبه، ولی طراحی‌اش خیلی قدیمیه و جذاب نیست.,Negative,1
۳. فکر نمی‌کردم اینقدر معمولی باشه، انتظار بیشتری داشتم از برندش.,Negative,1
کیفیتش اصلاً طبق انتظارم نبود.,Negative,1
واقعاً از خریدش پشیمون شدم.,Negative,1
به نظرم قیمتش با کیفیتش همخوانی نداشت.,Negative,1
1. من از این لپتاپ استفاده کردم ولی واقعا برای کارای سنگین مناسب نیست.,Negative,1
2. وزنش خیلی بالاست و برای جابه‌جایی دردسرسازه.,Negative,1
3. انتظار داشتم برای کارهای روزمره بهتر عمل کنه، ولی یجورایی ناامید شدم.,Negative,1
واقعا انتظار کیفیت بهتری رو از تفال داشتم، این فرورفتگی خیلی تو ذوق می‌زنه.,Negative,1
به نظرم این تابه اصلا با کیفیت نیست، خیلی سریع داغ میشه و غذا می‌سوزه.,Negative,1
خریدم و اصلا راضی نبودم، فکر نکردم تفال اینقدر بی کیفیت باشه.,Negative,1
۱. من هم وقتی فیلم دیدم، گیر کرد و کیفیت صدا هم چندان خوب نبود.,Negative,1
۲. آپدیت ویندوز خیلی زمان‌بر بود و بعد از نصب هم برخی درایورها به درستی کار نکردند.,Negative,1
۳. با نرم‌افزارهای گرافیکی مثل فتوشاپ واقعا عملکرد ضعیفی داشت و نمی‌شد کار درست و حسابی کرد.,Negative,1
- واقعاً انتظار بیشتری داشتم، کیفیتش اصلاً با قیمتش همخوانی نداره.,Negative,1
- با این قیمت، خیلی چیزهای بهتری میشه پیدا کرد.,Negative,1
- فکر می‌کردم بهتر از این باشه، اما بدجوری ناامید شدم.,Negative,1
قابلمه‌های ایرانی بی‌کیفیت هستند و اصلاً گرما را خوب نگه نمی‌دارند.,Negative,1
من با قابلمه ایرانی خورشت درست کردم، اصلاً خوب نشد، بدجوری سوخت.,Negative,1
خیلی از قابلمه‌های ایرانی به سرعت خط و خش می‌افتند و ظاهرشون رو از دست می‌دن.,Negative,1
1. من هم فکر می‌کنم برای خانواده‌های پرجمعیت اصلاً مناسب نیست و خیلی زود پر میشه.,Negative,1
2. تجربه‌ی من هم نشون می‌ده که بعد از یه مدت، رنگ بدنه خط و خش می‌گیره و ظاهرش خراب میشه.,Negative,1
3. به نظر من هم فشار آب خوبه، ولی کارایی‌اش برای نیازهای زیاد کافی نیست.,Negative,1
- من بعد از یک ماه استفاده با مشکلات زیادی روبرو شدم و راضی نیستم.,Negative,1
- تجربه‌ی من خیلی متفاوت بود، اصلا کارایی که انتظار داشتم رو نداشت.,Negative,1
- اولش خوب بود، ولی کم‌کم کیفیتش افت کرد و دیگه به کارم نیومد.,Negative,1
1. منم از یه فروشگاه دیگه خریدم، کیفیتش اصلاً به اون چیزی که میگن نیست.,Negative,1
2. واقعاً قیمتش رو به نسبت کیفیتش بالا می‌بینم، الان پشیمونم.,Negative,1
3. دیگه حوصله‌ام از این تلویزیون سر رفته، اصلاً انتظار نداشتم اینجوری بشه.,Negative,1
- من بعد از خریدش حس خوبی نداشتم.,Negative,1
- واقعا انتظارم ازش بیشتر بود.,Negative,1
- به نظرم ارزشش رو نداشت.,Negative,1
این خیلی سنگین بود و به راحتی نمی‌شد حملش کرد.,Negative,1
سرعتش به اندازه‌ای که فکر می‌کردم نبود.,Negative,1
کیفیتش به نظرم در حد انتظارم نبود.,Negative,1
1. من بعد از یک ماه هنوز مشکلاتی با سی پی یو دارم و کُند می‌شه.,Negative,1
2. ظاهرش خوبه، اما گرافیکش اصلاً چیزی که انتظار داشتم نیست.,Negative,1
3. بعد از چند هفته استفاده، به کلی دچار لگ و افت فریم شدم.,Negative,1
1. من هم ازش استفاده کردم، ولی خیلی زود داغ میشه و قطع میشه.,Negative,1
2. مکشش خوبه ولی صدای خیلی بلندی داره و اذیت میکنه.,Negative,1
3. بعد از یه مدت استفاده، مکش کم شد و دیگه فرش رو خوب تمیز نمیکنه.,Negative,1
1. من فکر می‌کردم که کیفیتش بهتر از این باشه، ولی راضی نبودم.,Negative,1
2. اتو بخار که خریدم، خیلی زود دماش پایین اومد و خوب کار نکرد.,Negative,1
3. انتظار داشتم بعد از یک مدت خوب کار کنه، ولی متاسفانه اینطور نشد.,Negative,1
1. من هم سال پیش این لپ تاپ رو خریدم و بعد از یکی دو ماه به شدت کند شد، واقعاً ناراحت کننده‌ست.,Negative,1
2. منم با همین مشکل مواجه شدم، لپ تاپ توی کارهای ساده هم هنگ می‌کرد و کلی وقت تلف کردم.,Negative,1
3. خیلی بد بود، من که فکر می‌کردم کیفیتش خوبه ولی بعد از چند ماه باید کلی دردسر بکشم برای تعمیرش.,Negative,1
1. من هم گرفتم ولی بعد از چند هفته دیگه مثل قبل کار نمی‌کرد.,Negative,1
2. انتظارم بیشتر بود، بعضی موقع‌ها لگ می‌زنه و اذیت می‌کنه.,Negative,1
3. به نظرم برای کارای سنگین زیاد مناسب نیست، رو بازی‌ها خوب نیست.,Negative,1
1. چرا هیچ وقت اینجا موجود نیست؟ خیلی ناراحتم.,Negative,1
2. هر بار میام، خبری ازش نیست. دیگه خسته شدم.,Negative,1
3. همیشه می‌گن موجوده، اما وقتی می‌خوام بخرم، خبری نیست.,Negative,1
متاسفانه تجربه‌ی خوبی نداشتم، کیفیت پایین بود.,Negative,1
فکر می‌کردم بهتر از این باشه، ولی ناامید شدم.,Negative,1
خریدش اصلاً به صرفه نبود، پشیمونم.,Negative,1
دستگاه بدلیل ایمنی زیادش، خیلی وقت‌گیره و اذیت‌کننده‌ست.,Negative,1
کفگیرش به اضافه‌ی فشار دادن درب واقعا معطلم کرد.,Negative,1
به نظرم ایمنی دستگاه بیشتر از کاربردش به درد می‌خوره.,Negative,1
1. من هم لپ تاپ خریدم ولی باتریش خیلی زود تموم میشه و اصلا راضی نیستم.,Negative,1
2. خدمات پس از فروششون عالیه ولی واقعا پروسه مرجوع کردن خیلی طولانیه.,Negative,1
3. برخلاف برخورد خوبشون، لپ تاپ من هم مشکل داشت و خیلی طول کشید تا عوضش کنن.,Negative,1
1. من هم تجربه بدی داشتم، مشخصات کالاها خیلی گیج‌کننده هست و اصلاً قابل اعتماد نیست.,Negative,1
2. واقعا ناراضی‌ام، جستجوی محصولات تو سایت اصلاً راحت نیست و وقت تلف می‌کنه.,Negative,1
3. متاسفانه به من هم اطلاعات اشتباهی دادن و مجبور شدم کالا رو برگردونم.,Negative,1
1. منم تجربه خوبی نداشتم و لپ‌تاپ خیلی زود داغ میشه و لگ می‌زنه.,Negative,1
2. کیفیت ساختش به نظر من پایین اومده و اصلاً راضی نیستم.,Negative,1
3. توقع بیشتری از این برند داشتم ولی واقعاً ناامیدم کرد.,Negative,1
1. منم از طراحی درب لولاییش خیلی ناراضی بودم، واقعا غیرعقلانیه.,Negative,1
2. وقتی توی کار ازش استفاده می‌کنم، مواد توی درام گیر می‌کنند و خیلی اذیتم می‌کنند.,Negative,1
3. انتظار بیشتری از پارس خزر داشتم، این وسیله اصلاً کیفیت خوبیو نداره.,Negative,1
کیفیت پایین بود، اصلا راضی نیستم.,Negative,1
تحویل دیر انجام شد و خیلی ناراحت کننده بود.,Negative,1
انتظار بهتر از اینو داشتم، به نظرم ارزش خرید نداشت.,Negative,1
1. من هم تلویزیون ایکس ویژن خریدم، ولی کیفیتش اصلاً به اون چیزی که گفته بودن نمی‌رسید.,Negative,1
2. با اینکه امکاناتش خوب به نظر می‌رسید، اما بعد از یک ماه دچار مشکل شد و خدماتش هم جوابگو نبود.,Negative,1
3. فکر می‌کردم برند اقتصادی باکیفیتی باشه، ولی وقتی به دستم رسید، خیلی ناامید شدم.,Negative,1
1. من که اصلاً از این محصول راضی نبودم، کیفیتش خیلی پایین بود.,Negative,1
2. انتظارم بیشتر از این بود، بعد از یه مدت استفاده خراب شد.,Negative,1
3. به نظرم قیمتش با توجه به کیفیتش خیلی زیاد بود.,Negative,1
کابل اتصال به کامپیوتر نداشت و خیلی اذیتم کرد.,Negative,1
کیفیت چاپ خوبه، ولی فکر می‌کردم بهتری باشه.,Negative,1
محل کارم هم راه دور بود و نمی‌تونستم به راحتی استفاده کنم.,Negative,1
1. من که هیچ کاراییشو نمی‌بینم، حتی یه سیب رو هم درست نمی‌تونه برش بزنه.,Negative,1
2. فکر می‌کردم کارش خوبه، ولی بعد از استفاده کلّا پشیمون شدم.,Negative,1
3. این اسلایسر بیشتر دردسر درست کرد تا اینکه کمکی کنه.,Negative,1
1. من هم امتحان کردم، ولی واقعا طرف دیگه‌اش خوب پخته نمی‌شه و مزه‌اش weird میشه.,Negative,1
2. وااااا، منم یه بار درست کردم، ولی فقط یک طرفش خوب بود و طرف دیگه‌اش همون خمیر موند.,Negative,1
3. نتیجه‌اش اصلا راضی‌کننده نبود، بیشتر شبیه یه کیک خمیری شد تا وافل.,Negative,1
کیفیت تلویزیونش اصلا اونطوری که انتظار داشتم نبود.,Negative,1
گوشی که خریدم زود خراب شد و مشکلات زیادی پیدا کرد.,Negative,1
یخچال هم بعد از چند ماه صداش شروع به اذیت کردن کرد.,Negative,1
کرم پودر سبکه، اما من بعد از چند ساعت احساس چربی روی صورتم داشتم.,Negative,1
انتظاراتم از ماته بودنش برآورده نشد و همش برق می‌زد.,Negative,1
خلاصه، منم پست پیشتاز و معمولی رو تفاوتی ندیدم و خیلی ناامید شدم.,Negative,1
چه حسی دارم! این ردیاب اصلاً اونطور که گفته شده عمل نمی‌کنه و مدام خطا می‌ده.,Negative,1
