clean_text,gpt_label
از نظر سخت افزاری در حد قیمت خودش خوبه ولی دو تا عیب میشه بهش گرفت یکی صدای فن که خیلی صداش زیاده دوم همراه نبودن سی دی های درایور با تشکر از دی جی کالا,Negative
برای یک گرافیست خوش اندازه و در یک کلام کافی و نه کامل,Negative
سلام دوستان من 7 سال لپتاپ اچ پی داشتم و بسیار خوب زیر دست من کار کرد چون اهل رعایت نکات ایمنی نیستم و ممکنه لپتاپ زیر بالشم بمونه مجبورم از مدل های ظریف استفاده نکنم در مورد این لپتاپ خوب اول از همه باید به ثینک پد بودن و کیبرد عالیش واس تایپ و امور تایپی مثل برنامه نویسی یا طراحی اشاره کرد من برنامه نویسم و رم 8 و پردازنده قدرتمند لازمه کارمه که این مدل داره صفحه نماش ماتش این امکان رو به من میده که به راحتی هرجای محیط کارم یا توی مترو ازش استفاده کنم و نگران افتادن نور توی صفحه نباشم وزنش نسبتا کمه و حمل و نقلش برام راحته صدای هارد و فن به سختی شنیده میشه من روش اوبونتو نصب کردم که به مشکل گرافیک خوردم و لپتاپ خاموش نمیشد به صورت نرم افزاری با حذف کارت گرافیک از سامانه به صورت نرم افزاری این مشکل هم رفع شد سرعت عمل و کاربری سیستم خیلی خوبه هاردشم به زودی عوض خواهم کرد و میذارم داخلش تا بهترین پاسخگویی به نیازهامو رو ببینم ممنون از دیجیکالا بخاطر بسته بندی خوب و ایمنش فقط کاش مبدل سه به دو هم برای شارژر میذاشتن که به محض رسیدن بشه از سیستم استفاده کرد,Positive
با کیفیت و مناسب هست اما باتری تا پنج ساعت بیشتر جواب نمیده,Negative
تو بعضی بازی های سنگین کمی کند عمل میکنه که اگه شارژر وصل باشه کاملا به اصطلاح بی لگه ولی در کل اگه یه کولپد خوب با یه دونه حافظه ی جدا واسه ویندوز نصب کنید سرعت ویندوز بازی نرم افزا های کاربردی خیلی سنگین رو واستون با سرعت باور نکردنی بالا میاره و میتونید به راحتی و بدون دردسر ازشون استفاده کنید در ضمن پردازنده ی این مدل قابلیت شبیه سازی رو داره که تو نرم افزار هایی مثل اندروید استودیو به کارتون میاد و به نظر من با نصب ویندوز 10 بهترین عملکرد باطری رو داره,Positive
من از دیجیتال کالا گرفتم و با کار کردن با اون راضیم,Positive
من دو تا خریدم برای موسسه زبان توفیق نهاوند برای کارهای معمولی خوبه ای کاش باتریش جدا میشد و بدنه محکمتری داشت,Negative
با سلام تمامی درایورها نصب باشه لبتاب عالی هست اخه واسه من تاچ پد کار نمیکرد,Negative
اگر قصد وبگردی و عدم اجرای نرم افزارهای تخصصی و سنگین رو دارید و بودجه تون هم کمه بهترین انتخاب البته در زمان خودش هست,Positive
قیمت این لپ تاپ به نسبت امکاناتی که داره مقرون به صرفه است سرعت پردازش هم نسبتاً بالاست از خریدی که کردم راضی ام,Positive
اول صحبتم از سایت دیجی کالا و پرسنل اون تشکر میکنم که اینقدر خوب همه چیز رو مدیریت میکنن تا مشتری یک حس تجربه عالی از خرید داشته باشه فکر نمی کردم توی پیشنهاد ویژه یلدای امسال این خرید عالی رو داشته باشم تخفیف خیلی خوبی برام لحاظ شد و تونستم وسایل جانبی مثل کیف و کول پد رو هم بخرم خب بریم سراغ دستگاه و به نقاط مثبت این کالا یه نگاهی بندازیم این موارد از نجربه کاربری و تست و تحقیق خلاصه شده و امیدوارم مفید باشه و خودتون هم تحقیق کنید و خرید خوبی داشته باشید صفحه نمایش با روکش مات که نور رو محیط رو منعکس نمیکنه و مطمئن باشید صد در صد باعث رضایت شما میشه چون صفحه براق بدجور چشم رو اذیت میکنه و مجبورید مدام زاویه صفحه رو عوض کنید تا انعکاس اشیا اطراف تون رو داخل مانیتور نبینید کیبود ترک پد و تاچ پد کنترل تمام صفحه کلید دست شماست چه موقعی که دارید با کیبورد استاندارد تینکپد تایپ می کنید و چه موقعی که می خواین از موس هم زمان استفاده کنید اون دکمه قرمز وسط صفحه مثل جوی استک به شما کمک میکنه تا نشانگر رو به جاهایی که میخواین ببرید ضمن اینکه تاچ پد هم دکمه های کنترلی خوبی داره دکمه های راست و چپ کلیک بالای مستطیل هستن در وسط اونها دکمه اسکرولهستش که صفحات رو می تونید راحت مرور کنید خلاصه صفحه کلید این مدل یک برگ برنده برای شماست که میراث شرکت بزرگ برای لنوو هستش کارت گرافیک مجزا عملکرد کارت جی فورس 940 ام ایکس رو می تونید از سایت های معتبر جهانی پیگیری کنید در حد و اندازه اجرای برنامه ها و بازیهای سال 2016 و 2017 البته در سطح متوسط هست واون طوری که من توی یوتیوب دیدم به مقداری که بتونید رو با گرافیک پایین روان و بدون لگ اجرا کنید براتون کار راه اندازه توقع بیشتری هم از یه لپ تاپ 2 میلیونی نداریم برسیم به رم و هارد این دستگاه شاید فکر کنید دیگه هر مدل می خرید هارد باید حداقل 1000 گیگ باشه و چرا این دستگاه 500 تا بیشتر نیست باید خدمتتون بگم هارد این دستگاه 7200 دور در دقیقه گردش داره که بازم بنا بر تست های انجام شده عملکرد بسیار سریع تری از هارد های سرعت 5400 داره اگر براتون سرعت مهمه این دستگاه با این مزیت داره به شما یه برگ برنده دیگه میده که واقعا قابل تقدیره توی این قیمت درباره ی رم خیلی مختصر بگم شما در یک اسلات 4 گیگ رم 4 دارید اغلب دستگاه ها 3 هستن که یک اسلات هم برای افزایش 4 گیگ دیگه جا داره این هم یه سوپرایز دیگه برای مصرف کننده هستش استفاده از این رم توی این رنج قیمت رایج نیست و شما باید مبالغ خیلی بیشتری واسه رسیدن به این امکان پرداخت کنید در حالیکه لنوو تینک پد 570 با قیمت 2 تومنی این امکان رو فراهم کرده اما بریم سراغ یک سری مواردی که ممکنه از نظر کاربرهای مختلف ضعف تلقی بشه اول طراحی خفن سنتی این دستگاه که واقعا شما رو می بره به دهه 90 و اگر به ظرافت در طراحی باشه این مدل روی طراحی هیچ مانوری نداده دوم جذب اثر انگشت روی بدنه بالایی دستگاه که به خاطر صیقلی بودن سطح پلاستیک این اتفاق میفته و اگر وسواس هستید که دستگاه تون همیشه تمیز باشه یه خرده باید همیشه یه دستمال همراه تون باشه که تمیزش کنید کم بودن پورت با توجه به تنوع پورت ها توی این دستگاه انتظار میرفت لنوو با این حرکت همه رو فوق ذوق زده کنه ولی این کارو نکرده و البته این هم به سطح نیاز کاربر بستگی داره ممکنه اغلب کاربرها خیلی کم سروکارشون به این پورت بیفته ولی خب بودنش بهتر از نبودنش بود در آخر هم اگر واقعا بخوایم دنبال ضعف تراشی باشیم توی این رنج قیمت حقیقتا به جایی نمی رسیم چون الان با همین حدود قیمت شما نه کارت گرافیک مجزا دارید نه صفحه کلید حرفه ای و نه صفحه مات و نه رم و هارد با تکنولوژی بالاتر از حد معمول بازار اگر مفید بود لطفا لایک بذارید اگر هم جایی اشتباه داشتم نظر بذارید تا نقد منصفانه باشه با تشکر,Positive
همه چیز عالیه بعد از نصب درایورها اگر بعضی ها رو نشناخت خیلی راحت از دیوایس منیجر آپدیت کنید,Positive
یک لب تاب مقاوم و با کیفیت ساخت بالا و مشخصات خوب در کنار قیمت منطقی شک نکنین تو خریدش,Positive
دوستان سلام من 3 روزه این لپ تاپ رو گرفتم از هر نظر عالیه فقط و فقط هم روش ویندوز 10 نصب کنید و درایور هاش رو آنلاین آپدیت کنید کارتون رو به شدت راه میندازه و ضمانت خوبی هم داره اگه کامنت مفید بود لایک یادتون نره یا علی,Positive
از نظر کیفیت سخت افزاری عالی,Positive
من این لپ تاپ رو 5 روز پیش خریدم از همه لحاظ عالیه,Positive
من بیشتر از یک سال که این مدل رو خریداری کردم از هر لحاظ راضی ام فقط اینکه جای دست روی لب تاپ می مونه و براحتی پاک نمیشه آزاردهنده ست ولی در کل از لحاظ کانفیگ این ممدل رو پیشنهاد میکنم,Positive
من این لپ تاپ را برای برنامه نویسی خریدم و خیلی ازش راضی هستم تقریبا یک سالی هست که ازش استفاده می کنم و دو سیستم عامل ویندوز 10 و ابونتو 16 04 به صورت دوال بوت به خوبی کار می کنند فکر کنم برای حداقل 4 سال دیگه نیازهای برنامه نویسی من را بر طرف کنه پ ن شاید براتون جالب باشه که لپ تاپ قبلی من 60 بود که به مدت 8 سال برام به خوبی کار کرد واقعا دمشون گرم,Positive
من این لپ تاپ رو چند ماه پیش خریدم و الان خیلی ناراحتم هم صداش کمه هم شارژش زود تموم میشه دی وی دی اکسترنالشم بعد از دو بار استفاده دیگه درش بسته نشد وقتی هم درش و خودم نگه دارم هم درست کار نمیکنه پیشنهاد نمیکنم قیمتش هم تقریبا زیاد بود انتظار لپ تاپ خیلی خوبی رو داشتم ولی,Negative
من این لپتاب رو از دیجی کالا حدود چند ماهه که خریدم این کانفیگ اصلا بیرون موجود نیست خیلی ازش راضیم از لحاظ کاربری مولتی مدیا لازمه بگم که من بازی های روز مثل 1 و 3 رو روش اجرا کردم بدون نقص اجرا کرد,Positive
من این لپ تاپ رو خریدم که باهاش کار تدوین فیلم انجام بدم ولی باید بگم که کلا لپ تاپ برای کارای تدوین اصلا بدرد نمیخوره حالا هر چقدر هم از سخت افزار خوبی برخوردار باشه اینو گفتم که گول اون کاربری مولتی مدیای که نوشته رو نخورید ولی در کل لپ تاپ خوبیه متاسفانه برنامه ادیوس که یکی از نرم افزارهای تدوین فیلم هست روی این لپ تاپ عملکرد فوق العاده ضعیفی داشت من حتی بسختی میتونستم با فتوشاپ با این لپ تاپ کار کنم نمیخام بگم لپ تاپ بدی هست اما بدرد این کارهایی که گفتم نمیخوره با پول این لپ تاپ میتونید یه کیس خوب ببندید با قدرت خیلی بیشتر نسبت به قیمتش لپ تاپ خوبیه ولی بدرد کار من نخورد من تو استفاده از این برنامه ها از این لپ تاپ اصلا راضی نبودم یا علی,Negative
لبتاب قدرتمندیه من که راضیم ازش کارم برنامه نویسیه یه هارد روش گذاشتم سرعتش خیلی بیشتر شده گرافیکش که برای کارهای مهندسی واقعا عالی عمل میکنه خصوصا رندر گرفتن مایا 3 کیفیت صفحه نمایشش معمولیه سخت افزارش بینظیره با این قیمت گاهی هنگ میکنه بنظرم عادیه بهرحال ویندوزه مک که نیست,Positive
من دو ماه هست این لپ تاپ رو خریدم بعد از سه ماه بررسی باید بگم تو این رنج قیمت اگر دنبال لپ تاپ قدرتمند هستید فقط سراغ این برند یعنی لنوو برید چون قیمت مناسب تری نسبت به امکانات سخت افزاری بهتون میده و اینکه این برند در سال 2017 رتبه نخست رو کسب کرده و روی دست برندهایی همچون اپل و ایسوس لپ تاپ هایی قدرمتند و خلاقیتهای جدید به خرج داده به طور کل در دوماهی که دستم بوده سعی کردم به شدت ازش کار بکشم بازی های سنگین رو جواب داده به مثال که روی آخرین حد گرافیکی تنظیم شد و پیشنهاد میکنم از دیجیکالا بخرید که پشیمون نمیشید تمام جنس هایی که لازم دارمو از این فروشگاه میخرم و نمیخام تبلیغاتشو کنم ولی واقعا مطمئنم که جنس اصل میخرم و بهترین قیمت بازار,Positive
من حدود 6 ماهی میشه که این لپتاپو دارم از خود دیجی هم گرفتم کیفیت بدنه زیاد جالب نیست ولی اگه فرد با سلیقه ای هستید اصلا جای نگرانی نیست عملکرد لپتاپ عالی هستش توی بازی هایی مثل نزدیک 300 بهتون اف پی اس میده توی بازی های سنگینی مثل روی مدیوم تا 150 ممکنه بهتون اف پی اس بده با یه بگیرید حتما چون طی مدت زیادی که باهاش بازی یا استفاده سنگین بکنید کول پد کمک میکنه که عکلکرد اصلا افت نداشته باشه باطریش طبق خود بررسی تا 4 ساعت 40 دقیقه دووم میاره خیلی ساختار قشنگی داره لپتاپ و خیلی هم قوی هستش هارد 2 تراش کامل پوشش فایلاتونو میدی کیفیت هارد ایش هم خیلی عالیه تا پیک سرعت 1 گیگ هم به من داده کیفیت اسپیکرشم خوبه در حد قابل قیولی هست در کل پیشنهاد میشه شک نکنید,Positive
2 هفته هست از دیجی کلا خریدم با این قیمت اگه یکی لپتاپ بهتری میشناسه بگه چون واقعا یک ماه تحقیق کردم و این مناسب ترین قیمت رو با این سخت افزار داره به توجه به قیمت نمیشه بهش ایراد گرفت ولی قیمت تموم شده ممکنه بیشتر بشه چون دی وی دی رایتر نداره پورت نداره و اگه نیاز باشه باید تبدیل بخری که ارزونم نیست کول پد حتما توصیه میشه چون دمای بالا عمر قطعات رو میاره پایین یه مورد هم اینکه خیلیا هی میگن صدای بالای لپتاپ خب معلومه چون دو تا فن داره صداش نسبتا بیشتره ولی واقعا باز صداش کمه و اصلا اذیت نمیکنه لپتاپ های تک فن که صدای کمتری ایجاد میکنن خیلی حرارت بیشتری تولید میکنن در کل به نظر من اگه یه لپتاپ گیمینگ میان رده میخواید این مدل مناسب ترین قیمت رو داره یه چیزی هم اینکه کاش دیجی کالا قابلیت ریپلای کردن نظرات رو اضافه کنه با تشکر یا علی,Positive
اگر با روشنایی کم صفحه نمایش و پلاستیکی بودن مشکلی ندارید در خریدش شک نکنید,Positive
لپتاپ خوبیه بهترین بازی هارو خیلی روون اجرا میکنه صدای بلندگوهاش حرف نداره,Positive
باید بگم که دوستانی که میگن این لپ تاب هنگ میکنه و این مشکلات ماله سیستم عامل مزخرف ویندوز هست مخصوصا نسخه 10 این سیستم عامل خوده من روی این لپ تاب نصب کردم و واقعا این لپ تاب حرف نداره ویندوز 10 هم نصب کردم و دقیقا همون مشکل کندی که دوستان میگن رو باش رو به رو شدم خوده شرکت سازنده هم این لپ تاب رو بدون هیچ سیستم عاملی ارائه داده این یعنی حتما نباید ویندوز رو خوب بوت کنه و مشکلات ویندوز رو نشون نده پس باید بگیم مشکلاتی که دوستان باش رو به رو هستن ماله سیستم عامله ویندوزه نه لپ تاب و کیفیت ساخت و برندی که این لپ تاب رو تولید کرده,Negative
لپ تاپ مذکور از ابزارهای سخت افزاری نسبتا مطلوبی با توجه به قیمت بهره می برد که مزیت خوبی در این نمونه باشد چیز بدیهی است که ابزار قویتر هزینه بالایی میخواهد باید ببینیم برای چه کاری میخواهیم از این نمونه استفاده کنیم نیاز سنجی در هر کاری میتواند هزینه هایی اضافی را در بر نداشته باشد,Positive
واقعا نگهداری شارژش پایینه بیشتر از یک ساعت روشن نمیمونه,Negative
نگهداری شارژش واقعا ضعیفه برای فیلم دیدن یکساعت شارژ خیلی کمه و نیاز داره مداوم در حالت شارژ باشه,Negative
من این لپ تاپ رو تازه گرفتم صفحه نمایش ضعیفی داره,Negative
با سلام با توجه به اینکه بیش از ده سال است که لپ تاپ لنوو دارم این لپ تاپ رو انتخاب کردم و از طریق دی جی کالا حدود چهار روز پیش خریداری کردم با دقت تمام ویندوز جنیون و سایر نرم افزارها را هم از سایت لنوو یا سایتهای مرجع مثل برای کارت گرافیکی دریافت و نصب کردم در حین نصب لپ تاپ هنگ میکرد و گاهی صفحه در حالت هنگ خاموش و بعد از یکی دو ثانیه برمیگشت هارد هم خیلی خیلی درگیر بود بطوری که در تسک منیجر هارد بیش از 90تا 95 درصد درگیر بود و درگیر میماند با دیجی کالا تماس گرفتم و قرار شد دستگاه را مرجوع کنند و یک لپ تاپ نو به من بدهند در کل با شناختی که از لنوو دارم سری تینک پد لپ تاپ جان سخت و قوی هستش مشکل لپ تاپ من هم از بد بیاری من در این رابطه بوده که به لطف دیجی کالا برطرف خواهد شد,Negative
با عرض سلام خدمت مردم عزیز و مشتریان دیجیکالا بنده قصد دارم تجربه ی سه ماهی که از این محصول استفاده کردم را با شما در میان بگذارم نکته ی اول اینکه این محصول دارای حسگر اثر انگشت در سمت راست تاچ پد و پایین کیبورد هستش که در عکس های محصول به دلیلی نامعلوم وجود نداره و در مشخصات هم ذکر نشده نکته دوم اینکه اگر زاویه دید صفحه نمایش براتون اهمیت داره پیشنهاد من به شما لپتاپی هستش که نوع صفحه نمایشش باشه و نه در بین محصولات لنوو این کالا ارزان ترین لپتاپی هستش که دارای چنین صفحه ایه نکته سوم کیفیت ساخت خوب بدنه هستش که تمام فلزیه و واقعا حس یک محصول لوکس رو به ادم میده البته همین فلزی بودن بدنه باعث میشه تا در صورت وصل نشدن مناسب آداپتور بدنه کمی برق داشته باشه که خطرناک نیست اصلا ولی کمی باعث سوزش میشه همچنین لبه های بدنه دارای زاویه های تندی هستن که گرد نشدن و کاملا تیز هستن به راحتی یک لایه از هر چیزی که روشون کشیده بشه رو برمیدارن درباره پردازنده و گرافیک باید بگم برای کسی که گیمر نیست کاملا مناسبه اما در اجرای بازی هایی مثل 3 و 2 هم با رزولوشن 1080 و گرافیک تقریبا 90 درصد براحتی عمل میکنه داغ شدن محصول تحت فشار زیاد امری طبیعیه و چون بدنه فلزیه براحتی حرارت رو پخش میکنه این امر برای خنک شدن دستگاه خوبه ولی برای کاربر اذیت خواهد داشت زیرا در صورت استفاده برای بازی کیبورد به شدت گرم میشه در صورتی که بیشتر برای شما کار های پردازشی مهمه تا بازی و صفحه نمایش میتونید از لپتاپ هایی با همین حدود قیمت که پردازنده های نسل هشتم اینتل رو دارن استفاده کنید به طور مثال این لپتاپ 5 7200 هستش که یک پردازنده دو هسته واقعیه اما نسل هشتم همین پردازنده 5 8350 چهار هسته ای هستش و حداقل دوبرابر قوی تر از نسل کنونی عمل میکنه نکته چهارم عملکرد باتری مثل هر لپتاپ دیگه ای معمولیع و اگه روی پاور سیو که رایانه رو کند میکنه تا مصرف کم بشه قرار بگیره با پنجاه درصد بیشینه نور صفحه میتونه تا شش الی هفت ساعت ویدو 1080 پخش کنه همراه این کالا دو آداپتور قرار داره که یکی سه شاخه هستش و دیگری دوشاخه پس احتیاجی به خریدن مبدل نداره باتری هم داخل بدنه قرار داره و از بیرون دسترسی نداره نکته پنجم بلندگوهای این دستگاه وااقعا صدای دقیق و بدون نویزی تولید میکنن که تا بآلاترین حجم صدا هم کیفیتش رو از دست نمیده شمار نکته ها از دستم خارج شد در آخر اینکه در نظر داشته باشید پردازنده های نسل هفتم و به بعد اینتل فقط با ویندوز ده همخوانی دارند شاید با کمی دستکاری بشه نسخه های قبلی رو هم روشون نصب کرد ولی برای کاربر معمولی توصیه نمیشه بنابر این اگر قصد نصب و استفاده ویندوز 7 رو دارید حتما از لپتاپ هایی با پردازنده نسل 6 و قبل استفاده کنید نسل پردازنده های اینتل رو اولین رقم از سمت چپ بعد از 3 یا 5 یا 7 مشخص میکنه مثل 3 6006 که نسل ششمه,Negative
واقعا بیشتر از قیمتش کارائی داره و بسیار شیک,Positive
یک لپ تاپ بسیار ضعیف فقط رام 16 داره همین دیگه بدرد نمیخوره واسه بازی هم که جونش درمیاد,Negative
این لپ تاپ واقعا عالی عمل میکنه تو این چند وقته که باهاش کار کردم هیچ مشکلی نداشته در ضمن با ویندوز 10 و همین طور مدل 64 بیت خیلی روونه,Positive
من حدود 10 ماهه دارمش واقعا عالیه سنگین ترین نرم افزار های مهندسی رو روش نصب کردم و بدون باگ اجرا میکنه,Positive
سلام ی هفتست ک خریدم بعد از کلی تحقیق اینو خریدم مزایای مهم داشتن حسگر اثرانگشته و نور پس زمینه کیبورد روشنایی ال سی دی هم واقعا عالیه جای هیچ بحثی درش نیست فقط بدیش جذب خیلی زیاد اثر انگشته ک اونم با ی پک تمیز کننده حل میشه فقط برای تمیز کردن حتما از دستمال و مایع مخصوص استفاده کنید داغ نمیکنه اصلا فقط یکی از بدیاش اینه ک وقتی در درایو دیسک قرار میدی صدای خیلی بلندی میاد والا نمیدونم مشکل چیه من واسه اولین باره لپ تاپ میگیرم و قبلا داشتم فقط تنها چیزی ک دلمو زد ی عیب هست ک واقعا نمیدونم عیب هستش یا مدل لپ تاپاست اگه دوستان میدونن راهنماییم کنن تا از نگرانی در بیام سمت درایو وقتی حتی دیسک توش نیست صدای عجیبی میاد مثل صدای خرخر یا شرشر خیلی یواش آب واقعا نمیدونم صدای چیه ب هرکی هم گفتم بهم خندیده واسم خیلی عجیبه اگه کسی میدونه چیه لطف میکنه برام توضیح بده,Negative
موقعی که ازش استفاده میکنم بخاطر عملکرد ضعیف انتقال اطلاعات بین رم و و هارد دستگاه در اکثر مواقع با کارهای سبک دیسک دستگاه همش در بالاترین سطح استفاده هستش,Negative
حتما بخرید پیشنهاد میکنم عالیه,Positive
خیلی خوبه راضیم ازش میشه به صورت نیمه حرفه ای هم برای کارها ازش استفاده کرد تنها چیزیش که اذیتم کرد نداشتن سی دی درایور بود که مجبور شدم 1 گیگ دانلود کنم درایوراش رو,Positive
کبورد علاوه بر جابجایی شیفت راست شیفت چپ را هم با دکمه پایپ که باید راست باشه ادغام شده اگر برنامه نویس باشید احتمالا اذیت خواهید شد مگر عادت کنید صفحه نمایش بی کیفیت است از بالا به پایین سبز تر می شود,Negative
یک ماهی که این لپتاب از دیجی خریدم ولی حدود یک هفته پیش هاردش سوخت و بردم گارانتی بدون هزینه برام عوض کردن یه لپتاب معمولی هست و باید واسه کاراهای ساده و سبک استفاده بشه,Negative
این محصول با توجه به ویژگی های سیستمی خوب در بازار در این تاریخ باقیمت های همین حدود یافت میشد ممنون از دیجی,Positive
یک دستگاه از دیجی کالا خریداری کردم موقع کار دی وی دی رام هیدن میشه و دیگه آیکونش در دسترس نیست و برای دسترسی باید دستگاه رو ریست کرد دیجی کالای محترم دستگاه رو برام تعویض کرد اما متاسفانه دستگاه دوم هم همون مشکل رو داشت مجبور شدم پسش بدم,Negative
سلام دوستان من این لپتابو سه ماهه که خریدم و خیلی راضی هستم طراحی ظاهری که خیلی عالیه باتریش در چهار تا پنج ساعت خالی میشه که خیلی بد هم نیست هنگی هم تاحالا نداشته شاید یه بار اونم وسط بازی کردن نه همه بازی ها کیفیتش یکم کمه ولی نه در حدی که ادم از خریدش پشیمون شه البته من ویندوز ده ریختم دلیلش هم این بود رفتم تحقیق کردم نوشته بود که کارخونه سازنده این لپتاب درایور ویندوز هفتو روش قرار نداده اگه اشتباه نکنم براش که مجبور شدم ده بریزم ولی شاید شما موفق شدید هفت هم ریختیددر کل تو این رنج قیمت لپتاپ عالییییی هست پیشنهاد میکنم که از دستش ندید,Positive
صدا بسیار ضعیف وحتما باید با هدفون گوش کنیم,Negative
بچه ها این مدل لب تاب لنوو همشون از تو کارخونه فلت هاشون خرابه به همین خاطر صفحه نمایشش پرش داره حالا دو راه دارید یا این مدلو نخرید یا اگه خریدید باید ببرید گارانتیش تا فلتشو عوض کنه برای منم همین مشکلو داشت بردم گارانتی ده روز اونجا بود بعد درست شد الان دیگه هیچ مشکلی نداره,Negative
سلام دوستان من این لپ تاپ را 4 پنج ماه پیش واسه برادر کوچیکم سفارش دادم دو سه روز اول اوکی بود بعد صفحه نمایش شروع به پرش کرد غبعد از 3 هفته رفته رفته این پرش به جایی رسید که شبیه مهتابی نیم سوز بود خلاصه بردم نمایندگی ی بیست روز بعد هم تحویل گرفتمش البته چون گارانتیه هزینه ای نداشت تا الانم که مشکلی نداشته ولی ب نظر من از اپل و ایسوز که گذشت سراغ لپ تاپ دیگه ای نرین بر اساس تجربه توی 10 یازده سالی که لپ تاپ های مختلفی گرفتم ایسوس 3 ساله دارم عین تراکتور داره کار میکنه حتی شده 9 شبانه روز بصورت یک سره روشن بوده ولی آخ نگفته دل و ایسر را هم داشتم ولی چنگی ب دل نمیزدن اینم ک از لنوو ک پشیمونم کرد مننون که وقت گذاشتین و خوندین,Negative
سلام من اینو زمستون از دیجی کالا خریدم قدرتش تقریبا خوبه بازی 2015 روی رزولوشن بدون کوچکترین لگی اجرا کرد ولی کال اف نسخه 2 که قدبمی ترین نسخه کال اف هست رو با لگ اجرا میکنه در کل نسبت به قیمتش خوبه ولی بزرگترین عیبش کیفیت پایین و زاویه دید فوق العاده محدود صفحه نمایش هست,Negative
سلام دوستان بعد از 5 ماه استفاده همچنان عالی بازی پی اس 2017 راحت اجرا میشه و با انتخاب سطح گرافیک پایین میتونید حداکثر تا 2 ساعت بدون شارژر بازی کنید تمام سخت افزار دستگاه با توجه به رده قیمت کاملا عالیه باز دهی باطری عالی ضمنا نوع رم 4هست با تشکر,Positive
سلام من قبلا هم نظر دادم اما حالا بعد از سه ماه کار کردن با لپ تاپ میگم که خیییلی خوبه نقاط قوت هایی که گفتم خیلی خوبن وحتی توی ایسوس های گرونتر هم پیدا نمیشن والبته نقاط ضعف که مربوط به مانیتور میشه اگه زیاد جزئیات براتون مهم نیست خیییلی هم خوبه ولی اگه فول اچ دی یا آی پی اس بود واقعا فوق العاده میشد مشکل نداشتن دی وی دی درایور های سخت افزار هم با مراجعه به متخصص وافراد اینکاره دانلود از اینترنت کاملا قابل رفع می باشد,Positive
من کارم جوری که باید فتوشاپ و اداب پریمر کار میکنم منکه هنگی ندیدم همین کانفیگ اگه قرار باشه مارک ایسوس بخرید باید دوبرابر پول بدید به نظر منکه خوبه مخصوصا برای کسایی که نمیخوان مبلغ خیلی زیادی بدهند یاعلی,Positive
سلام بنده این لپ تاپو برای یکی از اقوام گرفتم که دانشجو بوده الان فک کنم یسالی میشه که ازش استفاده میکنه و تا الان مشکلی براش به وجود نیومده اگر هم مشکلی بوده که به من چیزی نگفتن لپ تاپ خودم هس ولی اگه شرایطش بود حتما از این نمونه هم میگرفتم,Positive
لب تاپ خوبیه سی پی یو نسل هفتم کور آی سون هشت گیگ رم دی دی آر 4 قابل ارتقا صفحه کلید جزیره ای لب تاپ خوبیه برای شرکتمون خریدم با توجه به قیمت ارزش خریدش بالاست توصیه میکنم,Positive
من اهل گیم نیستم این لپ تاپ را صرفا به خاطر قدرت سخت افزارش خریدم اما در کل با اشکالاتی که در بالا گفتم از خرید خود راضی نیستم اما احتمالا برای گیمر ها گزینه خوبی باشد اگر اهل گیم نیستید یا 4 بودن برایتان اهمیتی ندارد پیشنهاد من خرید لپ تاپ های تاچ است,Negative
حیچ لپتاپ جدید با 4 تو این رنج قیمتی پیدا نمیشه با این مشخسات اگر صفحه خوب و رم بالا نیاز دارید این از مدلهای جدید بهتر هستش اولیش را یه دیجیکالا پس فرستادم چون صدا پیچ میداد دومی اوکی هستش و سرویس دیجیکالا در تعویض بی نظیر تو ایران,Positive
یک ماهه خریدم از دیجیکالا خریدم و راضی هستم خریدش رو توصیه میکنم,Positive
من این لپ تاپ تو اف از دیجی کالا خریدم خیلی عالیه خیلی از نطر قدرتمند بودن خوبه تا ده بشمارید بالا میاد بلندگو هاش خیلی قویه انگار باند خریدی وصل کردی از همه لحاظ خیلی قدرتمنده فقط تنها مشکلی که دیدم سخت باز شدنشه لپ تاپ های ارزون تر خیلی راحت باز میشن برای کسایی که میخوان باهاش کارهای برنامه نویسی یا گرافیکی انجام بدن خیلی خوبه خیلی سریعه,Positive
من این لپ تاپ رو خریدم واقعا با توجه به قیمتش میشه گفت عالیه,Positive
براحتی ویندوز 10 نصب شد و برنامه های کاربردی رو هم براحتی نصب کردم خریدش رو برای کسانی که اهل وب گردی و فیلم دیدن هستند پیشنهاد میدم از همه مهمتر پشتیبانی خوب شرکت لنوو از این لپ تاپ هست با تشکر,Positive
اولا تشکر میکنم از دیجیکالا بابت بسته بندی عالی و شیک این لبتابو از دیجی پریروز تحویل گرفتم که خیلی سبک و در عین حال شکیل و امروزی هست فقط پشت لبتاب یه تکه هست و باطری قابل تعویض نداره و باطریش داخلی هست در کل با توجه به قیمت و مشخصات فنیش خوبه و از خریدم راضی هستم,Positive
الان سه هفته است رسیده دستم من که واقعا راضی هستم ظاهرش خوبه گرافیک بالا سی پی یو 8 هسته ای و,Positive
